gene,cd14,cd11b_rep1,cd11b_rep2,cd11b
UTP11L,0.61061612,0.517877014,0.554799428,0.536338221
ROMO1,-0.17703159,0.539439385,0.53055039,0.534994887
CR2,-0.058182029,0.969639152,0.099609151,0.534624152
IMP4,-0.163809031,0.978549791,0.08923435,0.53389207
KANK4,-0.279832388,0.819664895,0.247745328,0.533705112
VWA9,-0.136836992,0.45335355,0.61050713,0.53193034
RAB22A,-0.496715169,0.527360185,0.536006044,0.531683114
UMPS,0.153482635,0.574573353,0.488762781,0.531668067
ACD,0.289407023,0.486999842,0.576209457,0.53160465
EIF3H,-0.010333799,0.343445572,0.719060263,0.531252917
SYCE3,-0.219685271,0.649444372,0.411803105,0.530623739
WDR77,-0.347039182,0.426943407,0.63350146,0.530222433
POLN,0.691981943,0.678759118,0.381064752,0.529911935
HAUS3,0.691981943,0.678759118,0.381064752,0.529911935
SMIM15,-0.188216989,0.308978256,0.749779916,0.529379086
ZMYND11,0.180891319,1.008640408,0.049988161,0.529314285
KIAA1731,0.225018892,0.989960145,0.066999488,0.528479816
COG6,0.605553648,0.297543377,0.754628614,0.526085996
CNOT2,-0.002651553,0.60257773,0.448417891,0.525497811
MPHOSPH6,0.08480694,0.692220703,0.358432268,0.525326485
ADSS,0.223659193,0.506740963,0.5435683,0.525154631
RNF180,0.018894335,0.570147058,0.479180161,0.524663609
C19orf53,0.337947005,0.605756073,0.443297611,0.524526842
NDUFS5,0.195712812,0.60840614,0.439535265,0.523970703
METTL17,0.107343468,0.435407546,0.611711666,0.523559606
SPIDR,0.064837337,0.240711271,0.806365575,0.523538423
ARHGAP10,-0.573234312,0.729884414,0.317088807,0.52348661
DDX10,0.224127984,0.918997484,0.127466031,0.523231758
PMF1-BGLAP,0.030537475,0.87283598,0.16755602,0.520196
BGLAP,0.030537475,0.87283598,0.16755602,0.520196
CAPRIN1,-0.73964568,0.445874967,0.594234374,0.520054671
SLC20A1,-0.097842672,0.748286819,0.291473201,0.51988001
SRRM1,-0.109796775,0.390959772,0.646949642,0.518954707
WDTC1,-0.186678957,0.822901393,0.214376424,0.518638909
SSBP4,0.149602625,0.320495639,0.71332265,0.516909145
PIGV,0.102853182,0.722256806,0.31156025,0.516908528
GNPAT,0.472339632,0.836686315,0.194033507,0.515359911
CIRH1A,0.399545076,0.373053011,0.656829206,0.514941108
VPS13B,0.333070917,0.654603404,0.374769043,0.514686223
FAU,0.176728887,0.34888853,0.68016359,0.51452606
RAD18,-0.326714306,0.606868814,0.421852398,0.514360606
FECH,-0.007948904,0.658581403,0.369237545,0.513909474
DDX49,0.458993874,0.353557612,0.671608902,0.512583257
CLTC,0.695130845,0.571560165,0.452286481,0.511923323
SGOL2,0.045208411,0.730344587,0.292000073,0.51117233
YAE1D1,-0.082625587,0.459918432,0.561905902,0.510912167
CCDC84,-0.068818659,0.960253711,0.061251668,0.51075269
TOP2A,0.509040536,0.245361021,0.774205695,0.509783358
ZNF518A,-0.169575821,0.662696135,0.356313771,0.509504953
TEFM,0.04298237,0.758293616,0.259488809,0.508891213
PET117,0.431791963,0.541859222,0.473924418,0.50789182
C11orf49,-0.270363941,0.58249881,0.43252759,0.5075132
HEATR1,0.227217711,0.579649911,0.430987893,0.505318902
LSM4,-0.070128397,0.587415987,0.423108953,0.50526247
MRPL14,-0.181610403,0.206181545,0.803965082,0.505073313
UBE2D3,0.33243989,0.58933748,0.420632168,0.504984824
IREB2,-0.371437734,0.584881069,0.424116955,0.504499012
SUPT3H,-0.212462828,0.466885206,0.540483378,0.503684292
XYLT2,0.078967747,0.83039775,0.176824116,0.503610933
OR8A1,0.068218906,0.540330736,0.466569858,0.503450297
SECTM1,0.192530391,0.452504201,0.553581395,0.503042798
NOL10,0.021486073,0.463954264,0.541918365,0.502936315
NDUFB6,-0.09687185,0.742904515,0.261567475,0.502235995
SCOC,-0.153936914,0.925839375,0.078510132,0.502174754
PGGT1B,-0.378520003,0.461154917,0.540795199,0.500975058
TMTC4,-0.296621361,0.636697904,0.364422467,0.500560186
FAM115C,-0.152752654,0.437664962,0.56300869,0.500336826
CLPS,0.37053219,0.654988133,0.342636126,0.498812129
H3F3B,0.252680338,0.616318624,0.381220056,0.49876934
SERTAD2,0.277265596,0.57732173,0.418322541,0.497822135
IRF1,0.261018851,0.292820675,0.700438286,0.496629481
PABPN1,0.109543035,0.178042251,0.813576072,0.495809161
UFL1,-0.161756832,0.233020443,0.75716609,0.495093267
SPAG5,0.448904699,0.231625088,0.757842263,0.494733675
RPS4X,0.42387977,0.387212146,0.601769954,0.49449105
TAF9,0.145579134,0.723651728,0.262012571,0.492832149
SLC44A5,0.279037747,0.831129997,0.154454168,0.492792082
ZNF384,-0.187168617,0.710934179,0.273315128,0.492124654
GOLT1B,0.113130641,0.294638788,0.686292135,0.490465461
C17orf59,0.25373161,0.280211571,0.699796088,0.49000383
CETN1,-0.014167143,0.519341558,0.45975581,0.489548684
WDR43,0.310122157,0.514610215,0.463002966,0.488806591
TUBA1B,0.715262722,0.56266444,0.414834076,0.488749258
WDR7,-0.396613943,0.402020202,0.574791435,0.488405819
TMEM175,-0.326610798,0.526945255,0.449792624,0.488368939
PSMD11,0.590300265,0.357886132,0.617687998,0.487787065
MRPL48,-0.025606794,0.465470707,0.509004466,0.487237586
ANKFY1,0.231459456,0.617508438,0.356222166,0.486865302
DAZAP1,0.453856707,0.552699302,0.420175826,0.486437564
SEPHS2,0.311907356,0.587493661,0.384076882,0.485785272
HLA-DRB1,-0.002954937,0.677407633,0.291534588,0.48447111
LPPR5,0.126313718,0.596925566,0.369960945,0.483443256
MRPL44,-0.175962715,0.365976666,0.598139059,0.482057862
STIP1,-0.263210905,0.7900917,0.173964909,0.482028304
NMRK2,-0.131635886,0.404485141,0.557905628,0.481195384
ELL,0.342392283,0.357124724,0.604667384,0.480896054
CCDC117,-0.266548901,0.37530837,0.586055551,0.480681961
PRPF38A,0.338660494,0.373785173,0.586736068,0.48026062
TFCP2,0.189069465,0.370725799,0.589406411,0.480066105
RPL34,0.643674095,0.569242413,0.389793339,0.479517876
COG5,0.19655974,0.266909515,0.688294055,0.477601785
EFTUD1,-0.162971266,0.543478685,0.410536776,0.47700773
DMRTA1,0.15365281,0.513181961,0.440505037,0.476843499
ZC3H11A,0.124634294,0.400360371,0.552376746,0.476368559
HAUS4,-0.19114485,0.776706413,0.175259892,0.475983153
MICAL1,0.24997504,0.564611485,0.386426955,0.47551922
RPS11,-0.001047273,0.286478045,0.662058721,0.474268383
SRSF1,0.252318117,0.413625844,0.533279757,0.4734528
BARD1,0.314232411,0.616258182,0.330198792,0.473228487
GART,0.326705589,0.473236903,0.472473535,0.472855219
LSM3,0.150307668,0.619574739,0.326064984,0.472819862
TRIM33,0.085717275,0.468039924,0.47739808,0.472719002
DUS1L,-0.143443677,0.678049831,0.265609981,0.471829906
KCNG1,0.264464574,0.326641375,0.616880044,0.471760709
AP3B2,0.156654467,0.513717458,0.429290422,0.47150394
GTF2A2,0.583825324,0.283859721,0.65865342,0.471256571
SNRPE,-0.121546351,0.735970744,0.206529402,0.471250073
APOB,0.02995304,0.432272679,0.508157525,0.470215102
HOXA10,0.13921239,0.525007515,0.414468732,0.469738124
FUT5,-0.046824168,0.552860036,0.386586189,0.469723112
NDUFA11,-0.046824168,0.552860036,0.386586189,0.469723112
HNRNPA1,0.315003493,0.394539854,0.544849573,0.469694714
POLR1A,-0.125313035,0.360172102,0.579159758,0.46966593
ARID2,-0.154347694,0.512894693,0.426371813,0.469633253
PDK1,0.171048956,0.488451689,0.450440074,0.469445881
HSPA14,-0.014324658,0.811766007,0.126891332,0.469328669
GPR125,-0.023936741,0.436621273,0.499191012,0.467906143
C14orf178,0.250138882,0.596825692,0.338093107,0.4674594
CENPF,0.226194969,0.366606356,0.567973927,0.467290141
ITGA9,-0.315337834,0.241870394,0.691966928,0.466918661
SERINC5,0.031210782,0.862661741,0.070938993,0.466800367
MLLT10,0.445514532,0.36980298,0.563119292,0.466461136
RND1,0.137474482,0.816624616,0.114680036,0.465652326
PIP5K1A,-0.15336885,0.588484931,0.342549012,0.465516972
ITGAD,0.116439842,0.355474788,0.575317145,0.465395967
SERTAD1,-0.180982669,0.58427525,0.345361721,0.464818485
DSC2,0.017284598,0.556811283,0.372591062,0.464701172
NTM,-0.066212681,0.83389116,0.094968176,0.464429668
PCDHB7,-0.447727762,0.562518499,0.364392279,0.463455389
MCM6,0.433492711,0.589426869,0.336345645,0.462886257
HMGB2,-0.038909003,0.360709413,0.564466181,0.462587797
RAD17,0.303305868,0.599902927,0.324427418,0.462165173
ACTR10,0.695200309,0.494682847,0.428368572,0.46152571
CACNG7,-0.607248248,0.500025864,0.421998761,0.461012312
CCNE1,0.004812128,0.640157611,0.281666986,0.460912299
PSMA3,-0.149117128,0.897271606,0.02356382,0.460417713
SUV420H1,-0.003514496,0.379932026,0.540382184,0.460157105
BPTF,-0.427372592,0.570109561,0.350144537,0.460127049
MCTS1,0.29778357,0.480652306,0.439413344,0.460032825
SLC35F2,0.397045599,0.799714151,0.12031476,0.460014455
MED6,-0.085449537,0.332771234,0.584857515,0.458814375
MTA1,0.00220125,0.444478694,0.472746648,0.458612671
SLTM,-0.10833814,0.759435635,0.157652593,0.458544114
NOP58,0.03673616,0.751482073,0.165470275,0.458476174
AARS2,0.083491231,0.488331884,0.428480375,0.458406129
SUPV3L1,-0.004049438,0.496735203,0.419502414,0.458118808
TXN,0.248086832,0.301362251,0.614485562,0.457923907
DDX24,0.293616841,0.269013879,0.64670977,0.457861824
SMYD4,0.082155396,0.387392134,0.528067263,0.457729698
UGT1A7,-0.041432722,0.674059769,0.24090387,0.45748182
PCGF2,0.075979845,0.484825977,0.429323318,0.457074647
TXNDC15,-0.518229377,0.574856675,0.338355119,0.456605897
HAUS8,0.151444475,0.465007692,0.446842323,0.455925007
TAF1B,0.067709461,0.381541393,0.529483282,0.455512338
TSPAN19,-0.035199564,-0.106501637,1.016355046,0.454926704
POLE,1.076963155,0.444273751,0.464495757,0.454384754
MRPL52,0.137436429,0.56058332,0.346692998,0.453638159
PAICS,-0.035071666,0.652555903,0.254197245,0.453376574
NSMCE4A,0.239444233,0.236378631,0.669108694,0.452743662
USP38,-0.058029062,0.597535887,0.307836963,0.452686425
PPIH,-0.127196041,0.676292717,0.228262625,0.452277671
KCNK6,-0.011577627,0.635331226,0.268656512,0.451993869
THOC1,0.148863502,0.380219829,0.522775718,0.451497774
POLR1B,0.084516601,0.678229627,0.223975175,0.451102401
TUBGCP2,0.189865526,0.504002569,0.397306842,0.450654705
RPLP0,-0.055203727,0.243725844,0.656549917,0.45013788
SLC30A3,0.378183304,0.608032933,0.291681574,0.449857253
RPP38,0.434063247,0.29774233,0.600934848,0.449338589
NDUFAB1,-0.079144678,0.517419594,0.38065879,0.449039192
YTHDF1,-0.149907574,0.688798314,0.209226182,0.449012248
TMEM86A,-0.063974268,0.386095751,0.511483831,0.448789791
GSR,0.035468929,0.421583206,0.474555415,0.44806931
PWP2,0.262738716,0.388124854,0.506254868,0.447189861
HSPA4,0.015264425,0.638018602,0.256098994,0.447058798
XPO6,-0.126457712,-0.033263658,0.926070348,0.446403345
KLHDC7A,-0.260923708,0.433931348,0.457951343,0.445941345
ZNF143,0.165278729,0.611175232,0.280267819,0.445721525
TMEM8A,0.045410649,0.325666946,0.564146082,0.444906514
AGRN,0.144129189,0.408440837,0.479747407,0.444094122
DDX59,0.059599001,0.537281218,0.350519784,0.443900501
GPA33,0.097944989,0.835970812,0.050823099,0.443396956
PPP4C,0.00398663,0.715333345,0.171124433,0.443228889
RPS27A,0.286496016,0.412815944,0.473438792,0.443127368
RBBP4,0.660175872,0.398160175,0.487823616,0.442991896
PRPS1,0.239383,0.514610215,0.371131115,0.442870665
RBMX2,-0.037356877,0.191778336,0.693024834,0.442401585
PTGES3,0.103891136,0.391096661,0.493220893,0.442158777
HUS1,0.384197541,0.331184662,0.551857841,0.441521251
PIGU,0.146347973,0.487020897,0.396008315,0.441514606
TIMMDC1,0.018561728,0.396724489,0.484087595,0.440406042
SLC8A2,0.26035432,0.456472078,0.42285898,0.439665529
YBX2,-0.077081319,0.326616133,0.552381885,0.439499009
ZNF524,0.011570947,0.517387151,0.361606533,0.439496842
POLR3K,0.332495349,0.824811004,0.053781051,0.439296027
CENPI,0.578107877,0.87238764,0.00614438,0.43926601
EXOSC8,0.26013661,0.526585566,0.35064521,0.438615388
BOLA3,-0.164791547,0.427999955,0.448906577,0.438453266
TCOF1,0.301100069,0.412910127,0.463679681,0.438294904
CCDC137,0.190099184,0.511778322,0.363937876,0.437858099
LGI1,-0.267432345,0.538064586,0.337580468,0.437822527
ATP13A1,-0.278390301,0.29545265,0.57823379,0.43684322
MYB,0.32656241,0.547759196,0.32353837,0.435648783
C12orf65,-0.088037648,0.653058004,0.217401365,0.435229685
SYCE1,-0.237590688,0.498364288,0.37197408,0.435169184
SACM1L,0.135247495,0.909053326,-0.039035487,0.435008919
SCAF4,-0.108799324,0.448738255,0.420367105,0.43455268
DAO,-0.072584515,0.517977162,0.350519784,0.434248473
LRPPRC,-0.049062399,0.459789651,0.407662846,0.433726249
UFM1,-0.33540259,0.357824909,0.509591222,0.433708065
C19orf71,0.060504775,0.795798611,0.071135504,0.433467057
FPGS,-0.292652298,0.52928582,0.337224041,0.433254931
C1GALT1,0.125623983,0.279215465,0.586497748,0.432856606
VPS37D,0.25900439,0.657409181,0.208041334,0.432725258
NDUFAF7,-0.441613112,0.590438108,0.272205695,0.431321901
HAUS6,0.176660307,0.395207459,0.466011873,0.430609666
CDC6,0.430269898,0.562009092,0.298973037,0.430491065
C22orf46,-0.162270279,0.432430467,0.427877595,0.430154031
MTERFD2,-0.232994079,0.787838035,0.072299244,0.43006864
DRG1,-0.386386978,0.683505438,0.176208303,0.429856871
NOA1,-0.159828487,0.576105198,0.283542556,0.429823877
KIAA0947,-0.239398951,0.525811078,0.333090188,0.429450633
RUVBL1,0.647282042,0.844158366,0.014295845,0.429227105
CISD1,-0.108128477,0.337299142,0.520708031,0.429003586
MESP1,0.08018264,0.345125378,0.512453019,0.428789199
PHF6,-0.225062153,0.554313049,0.303004955,0.428659002
STIL,0.354483479,0.288354113,0.568212856,0.428283484
ANAPC2,0.144123836,0.826664753,0.029784985,0.428224869
PSMB1,0.813733981,0.125595667,0.730015734,0.427805701
SETD5,-0.044559491,0.455968228,0.399306863,0.427637545
BCAS2,0.581490266,0.676277673,0.178635947,0.42745681
HHATL,0.250872159,0.624075123,0.230015734,0.427045429
HNRNPC,-0.102168139,0.439729109,0.413285225,0.426507167
TYMS,1.113001007,0.003506708,0.846776405,0.425141556
MED15,-0.002954937,0.49626071,0.353348928,0.424804819
KRTAP10-12,-0.068823559,0.451022699,0.398399275,0.424710987
PLK4,0.471417782,0.334212197,0.514524101,0.424368149
NSL1,0.241370395,0.304572157,0.543921693,0.424246925
CA1,-0.084437411,0.667558373,0.180746134,0.424152253
PSMB3,-0.00248695,0.453309259,0.39383262,0.423570939
NLGN3,-0.020006566,0.565236787,0.281565652,0.423401219
POU3F2,-0.22702947,0.5353467,0.31080255,0.423074625
MGAT5B,-0.053037018,0.57066104,0.274949021,0.422805031
VEZT,0.412010747,0.274634426,0.569701755,0.422168091
MED17,-0.100902246,0.641658907,0.20248245,0.422070678
CMTR1,0.00910415,0.707761679,0.135369441,0.42156556
SLC25A10,-0.191456538,0.694211314,0.14791152,0.421061417
SLC5A3,0.034327899,0.502643423,0.339438959,0.421041191
CSRP2BP,0.431791963,0.264431777,0.577399796,0.420915787
CCDC107,0.168064972,0.620920537,0.220367155,0.420643846
SMC3,-0.089378153,0.790321314,0.050323513,0.420322413
SLC6A20,0.135321355,0.403302349,0.436515734,0.419909042
BLVRA,-0.0805577,0.563156654,0.275217108,0.419186881
CHEK1,0.593642454,0.640021521,0.197937047,0.418979284
RAP1GDS1,-0.394794982,0.509429959,0.327448893,0.418439426
NOD1,0.255150209,0.647916371,0.188129964,0.418023168
GTF2F1,-0.089415189,0.826664753,0.009373598,0.418019176
MTIF2,-0.231012856,0.72386692,0.111952974,0.417909947
RAB23,0.200662042,0.358120983,0.477363401,0.417742192
SLC35A1,0.265403603,0.087989281,0.743734769,0.415862025
RNASEH1,-0.300904544,0.620855764,0.210788898,0.415822331
ZNF655,-0.119135583,0.655164858,0.176462189,0.415813524
CCNY,0.055321275,0.379532498,0.451648716,0.415590607
WRB,0.169947662,0.492946499,0.338188757,0.415567628
MEX3D,0.074417077,0.601112048,0.230015734,0.415563891
ZC3H4,0.206896718,0.626668702,0.202395686,0.414532194
DGUOK,-0.279228722,0.394825611,0.433844719,0.414335165
MAK,0.178422696,0.582122335,0.246202535,0.414162435
FANCB,0.060982474,0.247868449,0.579615506,0.413741978
ZC3H14,-0.08865303,0.578570384,0.248730456,0.41365042
SH3GLB1,-0.069401521,0.594828138,0.232313883,0.413571011
MRPS12,0.098375957,0.435460471,0.391161768,0.41331112
TTC22,-0.416430232,0.618219247,0.208065331,0.413142289
CBR3,-0.163839017,0.818579345,0.007590863,0.413085104
PHB2,0.027333362,0.465705031,0.360454123,0.413079577
LRP5,-0.015641444,0.450475093,0.375540125,0.413007609
NFYC,0.705142326,0.537069055,0.288828576,0.412948816
RRM1,1.677449874,0.825182634,0,0.412591317
CAMLG,0.131579887,0.6237003,0.200875601,0.41228795
GTF2A1,0.232366694,0.546249769,0.278324829,0.412287299
C10orf10,0.548665307,0.477219681,0.346578618,0.411899149
NCOA3,0.66567251,0.381477766,0.441863761,0.411670763
SMDT1,-0.025678433,0.729642682,0.091537903,0.410590292
USH1G,0.017138925,0.527585552,0.293434274,0.410509913
NDUFS2,0.003026466,0.183990122,0.636434268,0.410212195
CCNT1,-0.251872201,0.624587193,0.195044188,0.409815691
SNRNP27,0.155016362,0.248230486,0.571356097,0.409793291
LPHN1,0.076208067,0.522275809,0.297067835,0.409671822
ITPK1,0.146725232,0.567074024,0.252189456,0.40963174
PPP6R3,0.097845063,0.690664913,0.12720603,0.408935471
AZGP1,0.221946522,0.683194318,0.133777915,0.408486117
CDC16,0.19068598,0.247145907,0.569526101,0.408336004
REXO2,0.369674464,0.335055333,0.481358431,0.408206882
VPS29,0.050206942,0.505444818,0.309730512,0.407587665
APCDD1,-0.261591442,0.47306418,0.342082875,0.407573527
APCS,-0.010615922,0.410394284,0.404748468,0.407571376
ALYREF,0.195712812,0.438155637,0.376964767,0.407560202
BZW1,0.090846384,0.673028135,0.141926801,0.407477468
MRPS25,0.140459416,0.105318788,0.70944817,0.407383479
TCEAL3,0.147926822,0.580005751,0.234269451,0.407137601
ZBTB43,0.429767342,0.647353157,0.166436737,0.406894947
DDIT3,-0.090283881,0.597095129,0.214971169,0.406033149
DIAPH3,0.257617171,0.469189855,0.338245467,0.403717661
MRPL35,-0.140802574,0.43262169,0.374317157,0.403469423
RPL37A,0.207870132,0.427168111,0.37951756,0.403342835
SNX15,0.170086041,0.641963238,0.164535395,0.403249317
GNS,-0.117509238,0.526589755,0.279664696,0.403127226
MTBP,0.337939507,0.427330308,0.378784832,0.40305757
VWC2,-0.133814907,0.559492163,0.246286555,0.402889359
CSRNP1,-0.246655915,0.566722675,0.238470903,0.402596789
MBD1,-0.185230673,0.461788445,0.342275723,0.402032084
OR10Z1,0.055658852,0.430179117,0.373834811,0.402006964
MED10,0.217247173,0.500845456,0.301503742,0.401174599
PRKACA,-0.200960916,0.074922645,0.726293585,0.400608115
AHCY,0.002767235,0.854814668,-0.053656797,0.400578936
DCAF5,-0.099764072,0.396045495,0.40455562,0.400300558
DDX3X,0.075711093,0.18367788,0.616778204,0.400228042
NCAPG,0.289801165,0.455304481,0.34443585,0.399870165
HMGB3,-0.241353349,0.64094557,0.15839521,0.39967039
PHLPP2,-0.64784571,0.441609173,0.356640985,0.399125079
RPL8,-0.225014218,0.771944024,0.02599898,0.398971502
RBP4,0.264763233,0.287048506,0.510832418,0.398940462
DNAJA2,0.237875264,0.638754106,0.158889151,0.398821628
RAB19,-0.188520142,0.458000087,0.339284644,0.398642365
TSNAX,-0.122095539,0.7953075,0.000681746,0.397994623
ATP5S,0.126468668,0.405560977,0.390263842,0.397912409
MIER2,0.037343091,0.465110164,0.330310495,0.39771033
EXOSC1,0.164947197,0.323152348,0.470275625,0.396713986
HIST1H1A,0.108473568,0.504181698,0.288992453,0.396587075
SLC39A9,-0.005502405,0.660081578,0.132846543,0.396464061
CNOT8,0.095022868,0.385856288,0.407014809,0.396435548
GNL3,0.42120516,0.22961189,0.562669357,0.396140623
AP2M1,0.156956537,0.512326553,0.279228762,0.395777658
ACTRT2,-0.249407921,0.605408416,0.18484411,0.395126263
RRAD,0.043354178,0.506781917,0.283396504,0.395089211
TIMM17A,-0.170485824,0.482569511,0.307424789,0.39499715
PA2G4,0.207811786,0.343109821,0.446842323,0.394976072
MECR,-0.092526775,0.462485415,0.327346262,0.394915838
DHFR,0.237678037,0.261315776,0.528215889,0.394765833
HDDC2,-0.036055197,0.542308834,0.246766914,0.394537874
RARA,-0.145199208,0.489553866,0.299444461,0.394499163
IFT140,0.165137571,0.472266145,0.315749317,0.394007731
BCL7C,0.25065449,0.32804582,0.459229153,0.393637487
SP5,0.025827081,0.601454047,0.185731278,0.393592663
COBLL1,0.202701599,0.420880899,0.365868183,0.393374541
DCTN2,0.845941094,-0.175470465,0.961715995,0.393122765
