# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
B230312C02Rik	chr2	180370491	180385635	-	15145	217	279	101	63
Heatr5a	chr12	51875871	51971071	-	95201	1378	1583	796	289
Ipcef1	chr10	6885796	7052228	-	166433	1115	1532	838	457
Lmbrd2	chr15	9140800	9202483	+	61684	597	394	306	103.50
Vps13c	chr9	67840646	67995638	+	154993	2185	2932	1738	451
Tmem104	chr11	115187737	115247023	+	59287	1212.50	1732.50	737	265
Ubn2	chr6	38434200	38524825	+	90626	1596	1658	948	278
Slc35e2	chr4	155601666	155623340	+	21675	570	513	353	78
Fam169a	chr13	97067536	97131013	+	63478	682	395.50	355.50	162.50
Dennd5b	chr6	148988071	149101430	-	113360	1122	682	622	322
Phf8	chrX	151520922	151633859	+	112938	1141	1062	663	436
Snrnp200	chr2	127208636	127240451	+	31816	643	567	369	104
Zbtb26	chr2	37432168	37442871	-	10704	92	62.50	53	16.50
Ocrl	chrX	47912637	47965868	+	53232	716	705	409	263
Pgap3	chr11	98388677	98400240	-	11564	177	135	87	39
D5Ertd579e	chr5	36584788	36695774	-	110987	3707	2915	1561.50	548.50
Cass4	chr2	172394044	172433757	+	39714	505	534	253	147
Iffo1	chr6	125145491	125161782	+	16292	1268	996	634	90.50
Zfp629	chr7	127607031	127615547	-	8517	241	189	114	36
Dctd	chr8	48099342	48153233	+	53892	624	311	281	138
A930033H14Rik	chr10	69209762	69212848	-	3087	46.50	35.50	12.50	8
Bend6	chr1	33852052	33907566	-	55515	459	300	229	163
Soga1	chr2	157015799	157079004	-	63206	866	817	453	269
Mysm1	chr4	94942040	94978850	-	36811	547	372	307	95
Trappc11	chr8	47490115	47533220	-	43106	509	422	291	121
Pptc7	chr5	122284615	122324281	+	39667	1398	1371.50	711	239.50
Fastkd1	chr2	69686815	69713266	-	26452	349	180	171	78
Ipo8	chr6	148770683	148831217	-	60535	949	648	533	208
A230072C01Rik	chrX	20961934	20986737	+	24804	249	206.50	150.50	99
A630072M18Rik	chr5	20951239	20956398	+	5160	156	171	71.50	19.50
Tmem154	chr3	84666442	84704575	+	38134	258	265.50	163.50	71
Chd7	chr4	8690656	8867659	+	177004	3948	4083	2885	622
Pkn1	chr8	83666536	83698929	-	32394	874	858.50	509.50	132.50
Zhx3	chr2	160748708	160872748	-	124041	1178	1056.50	685	383.50
Gfm2	chr13	97138187	97181195	+	43009	608.50	438	380.50	135
Dcaf5	chr12	80335848	80436351	-	100504	1603	1709	1070	335
Ankrd16	chr2	11778741	11790329	+	11589	166	135	100	49
Atad2b	chr12	4917603	5047394	+	129792	1703	1686	980	348
Sirpb1a	chr3	15371653	15426270	-	54618	410	268	260	176
Amigo3	chr9	108053409	108055701	+	2293	61	49.50	37	5.50
Arhgap15os	chr2	44059238	44065074	-	5837	29	36	25	7.50
6430562O15Rik	chr13	99396924	99412626	-	15703	106.50	79	39	32.50
Ccbe1	chr18	66045302	66302491	-	257190	1736	1112	1035	773
Tnpo3	chr6	29540827	29609637	-	68811	1181	938	640.50	201
Atp11c	chrX	60223290	60592448	-	369159	3074	2273	1654	1360
Pisd	chr5	32736301	32826859	-	90559	2006	1750	1117.50	348.50
D330023K18Rik	chr2	31146457	31152041	-	5585	78	76	79	31
Lrrn4	chr2	132868305	132880641	-	12337	164	133	113	40
Enpp6	chr8	46987137	47096762	+	109626	665	479	435	348
Arl4c	chr1	88698225	88701971	-	3747	60	47	26	12
Lrif1	chr3	106685237	106736577	+	51341	690	812	519	177
Xpnpep3	chr15	81400388	81457482	+	57095	971	711	516	181
Serac1	chr17	6042196	6079491	-	37296	552	427.50	290.50	126
4930473A02Rik	chr2	130543791	130563499	-	19709	409	336.50	212.50	52
Gpr183	chr14	121952551	121964945	-	12395	87	92	63.50	16.50
Cdv3	chr9	103353094	103365590	-	12497	515	336	265	28
Tpm4	chr8	72130424	72153142	+	22719	391	309	242	92
Upf2	chr2	5951719	6056703	+	104985	1585	1229	903	287
Ppip5k1	chr2	121310561	121355146	-	44586	590	435	277	170
E130307A14Rik	chr10	39621412	39731757	-	110346	1099.50	862.50	632.50	282.50
Dna2	chr10	62947276	62974185	+	26910	416	400	219	87
Frs2	chr10	117069427	117148284	-	78858	1689	1753	918	244
Ubtd2	chr11	32455620	32516687	+	61068	820	622	330	176
Pigl	chr11	62458710	62514417	+	55708	1060	1061	628.50	194.50
Cyb5d1	chr11	69391925	69395381	-	3457	129	72	64	13
Scimp	chr11	70790932	70812336	-	21405	280	195	133	79
Xaf1	chr11	72301879	72313733	+	11855	92	84	60	48
Slfn5	chr11	82952345	82964840	+	12496	102.50	79	49.50	32
Med13	chr11	86267033	86357352	-	90320	1506	1500.50	903	190
Fads6	chr11	115279622	115297413	-	17792	255	264	178	77
Dtd2	chr12	51988312	52006251	-	17940	270	185	128	68
Prps1l3	chr12	57230662	57239882	+	9221	53	39	27	12.50
Prpf39	chr12	65036583	65063386	+	26804	747.50	637.50	388.50	70.50
Slc39a9	chr12	80644133	80683342	+	39210	693	527.50	357.50	146
Trmt61a	chr12	111678355	111683902	+	5548	143	126	61	30
Gfod1	chr13	43195245	43303922	-	108678	2542	2666	1220	415
Gm9776	chr13	94355839	94358673	-	2835	55	37	31	8
Mast4	chr13	102732486	103334247	-	601762	4280	3354	2296.50	1760
Zmiz1	chr14	25459435	25666743	+	207309	6552	7681	3152	877
Rft1	chr14	30654610	30691317	+	36708	637	560	367	132
Parp4	chr14	56575869	56659794	+	83926	830	807.50	559	250.50
Ep300	chr15	81585647	81652077	+	66431	1811	2000	1168	199
Tubgcp6	chr15	89098357	89122837	-	24481	482	483	290	109
Bex6	chr16	32180073	32186972	+	6900	77	154	95	23
Pisd-ps2	chr17	3076578	3083933	-	7356	408	420	278	212
Hs3st6	chr17	24753238	24758684	+	5447	71	80	78	21
Ubash3a	chr17	31208123	31246892	+	38770	854	1295	547	142
Zfp414	chr17	33629340	33631779	+	2440	108.50	147	56.50	13
9830107B12Rik	chr17	48125605	48146018	-	20414	123	69	102	61
A530064D06Rik	chr17	48149126	48167025	-	17900	130	102	95	68
Treml2	chr17	48299748	48312533	+	12786	490	628	296	39
Zscan30	chr18	23964818	23986976	-	22159	560.50	366	270.50	68
Arhgef37	chr18	61491657	61536344	-	44688	461	297	242	169
Zfp236	chr18	82593593	82692633	-	99041	1503	1262	779	363
Zfp516	chr18	82910913	83005314	+	94402	1697	2001	982	396
Atg2a	chr19	6241918	6262335	+	20418	664	677	390	158
Ankrd44	chr1	54645340	54926137	-	280798	4831	5868	3248	909
Abi2	chr1	60409869	60481158	+	71290	949	653	398	201
Ppp1r12b	chr1	134754658	134955692	-	201035	2596	1886	1271	689
Dennd1b	chr1	138963685	139178960	+	215276	3210	2797	1888	587
Ptrh1	chr2	32776036	32777597	+	1562	36	32	20	4
C230014O12Rik	chr2	34018289	34107479	-	89191	623	437	351	297
Nostrin	chr2	69136050	69189330	+	53281	571	495	325	131
Accs	chr2	93833467	93849693	-	16227	222	173	108	50
Lcmt2	chr2	121137598	121140403	-	2806	96.50	67.50	52	19
Ctdspl2	chr2	121956251	122013642	+	57392	1166	1028	633	143
1810024B03Rik	chr2	127186355	127208030	-	21676	333	261	206	80
Nol4l	chr2	153407462	153529721	-	122260	2719	3178	1443	523
Zfp335	chr2	164891882	164911507	-	19626	566.50	543.50	338	80.50
Gm14325	chr2	177831791	177840086	-	8296	96	55	59	22
Slc2a4rg-ps	chr2	181384500	181387586	+	3087	107	61	43	18
Med12l	chr3	59006075	59318682	+	312608	3153	2588	1789	886.50
E130311K13Rik	chr3	63914684	63929222	-	14539	143	92	88	34
Fnip2	chr3	79455974	79567546	-	111573	2254	2173	1358	436
Dennd2c	chr3	103102854	103169769	+	66916	1031	778	496	219
Fam102b	chr3	108970997	109027357	-	56361	1768	2099	679	211
Pigk	chr3	152714350	152980408	+	266059	3258	2389	1667	867
Tmem67	chr4	12039355	12089770	-	50416	434	268	233	143
Dennd4c	chr4	86748805	86850603	+	101799	1880	1266	975	281
Usp24	chr4	106316463	106441322	+	124860	2423	1837	1215	388
Acot11	chr4	106744555	106804748	-	60194	866	651	361	249.50
Foxo6	chr4	120267079	120287099	-	20021	278	186	122	94
Fam185a	chr5	21425208	21482124	+	56917	1448	915	610	278
Slc5a6	chr5	31036036	31048674	-	12639	396	350	196.50	81
Shisa3	chr5	67608132	67623552	+	15421	190	159.50	126.50	59.50
Cxcl3	chr5	90786353	90788093	+	1741	31	7	8	12
Kctd10	chr5	114363567	114380258	-	16692	755	702.50	393.50	120.50
Taok3	chr5	117120379	117275219	+	154841	4983	4889	2701	743
Ccdc63	chr5	122108040	122138707	-	30668	577	491	294	187
Tmem120b	chr5	123068665	123117749	+	49085	856	1003	518	249
Vps37b	chr5	124004641	124032020	-	27380	1181.50	1321.50	668	202.50
Mblac1	chr5	138194564	138195621	+	1058	77	98	48	11
Gal3st4	chr5	138264921	138272590	-	7670	295	193	139	36
Pon2	chr6	5264147	5298205	-	34059	415	353	238	88
Gcfc2	chr6	81923919	81959915	+	35997	411.50	216.50	256	103
Tmcc1	chr6	116018611	116193236	-	174626	2140	1716	1188	582
Far2	chr6	148047509	148182758	+	135250	1577.50	2227.50	1485.50	492.50
Tmem150b	chr7	4706832	4724999	-	18168	290	358	101	56.50
Zc3h4	chr7	16401160	16437696	+	36537	1311	1138	700	132
Ceacam16	chr7	19852097	19861049	-	8953	85	108	72	44
Gm5113	chr7	30170125	30182324	+	12200	212	120	126	39
Fan1	chr7	64346758	64373845	-	27088	329	228	166	102
Trim66	chr7	109449006	109507884	-	58879	705	401	351	224
B4galnt4	chr7	141061354	141072400	+	11047	235	267	93	61
Ctxn1	chr8	4257660	4259024	-	1365	112	74	43	7
Zfp866	chr8	69761326	69790928	-	29603	450	412	225.50	71.50
Rnf150	chr8	82863606	83091268	+	227663	2214	1523	1067	732
Dhps	chr8	85072007	85075162	+	3156	151.50	114	82.50	15.50
Drc7	chr8	95055353	95078141	+	22789	395	501	171	87
Slc7a6	chr8	106169107	106198706	+	29600	882	642	374	105
Trim67	chr8	124793342	124834713	+	41372	579	414	331	152
Arhgap32	chr9	32116386	32268446	+	152061	1966	1306	941	421
Snapc5	chr9	64179524	64183132	+	3609	524	198	232	20
Slc9a9	chr9	94670159	95230445	+	560287	4847	4151	2501	1678
Gmppb	chr9	108049492	108052801	+	3310	182.50	131.50	96	12
Tgm4	chr9	123021668	123067561	+	45894	715	531.50	415.50	155.50
Thoc2	chrX	41794991	41920424	-	125434	1724	1516	1012	450
Uprt	chrX	104483068	104507490	+	24423	279	205	162	104
Gm5127	chrX	106583436	106710557	+	127122	785	632.50	505	425
Bend3	chr10	43479081	43515396	+	36316	670	410	274	116
Zdhhc23	chr16	43965033	43979541	-	14509	217	115	93	52
Tigd3	chr19	5891138	5893899	-	2762	227	142	117	23
Nanos1	chr19	60756237	60759914	+	3678	1016	785	431	19
Card9	chr2	26352176	26360668	-	8493	328.50	320.50	190	46
Ksr2	chr5	117414250	117775003	+	360754	1652	2190	1423	1510
Proser3	chr7	30539134	30552046	-	12913	225.50	172.50	120.50	38
Cngb1	chr8	95239045	95306335	-	67291	739	515	358	236
Gpd1l	chr9	114899341	114933737	-	34397	486	418	234	145
Ppp1r13l	chr7	19360020	19378533	+	18514	335	244	165	87
Gm867	chr10	75937723	75940422	-	2700	65.50	38.50	24.50	10
N4bp2	chr5	65763771	65830108	+	66338	1437	1087	767	316
Cog3	chr14	75702350	75754308	-	51959	907	677	468	165
Ttc16	chr2	32757026	32775383	-	18358	403	374	175.50	69
Cntln	chr4	84884559	85131921	+	247363	1613	1069	1010	633
Acad12	chr5	121596775	121618688	-	21914	532	521	339	141
Akap17b	chrX	36608314	36645145	-	36832	365	281	230	149
Zfp780b	chr7	27959135	27978921	-	19787	198	159	115	67
Fkbp15	chr4	62300342	62360298	-	59957	883	776	626	162
Supv3l1	chr10	62429209	62449488	-	20280	477	349	243	70
Tmem241	chr18	11964450	12121287	-	156838	1569	1123	1077	545
Trim65	chr11	116121846	116130878	-	9033	263	214	132	43
Mia3	chr1	183326725	183369303	-	42579	810	647	463	135
Myo1d	chr11	80482126	80779775	-	297650	3337	1987	1600	1084
Tmem220	chr11	67025404	67035312	+	9909	163	97	70	36
Endov	chr11	119491597	119511437	+	19841	391	288	181	109
Map3k9	chr12	81721010	81780925	-	59916	620	372	315	215
Morc3	chr16	93832371	93876073	+	43703	1367	1171	715	146
Kdm7a	chr6	39136623	39206539	-	69917	677	688.50	438.50	171
Agap1	chr1	89455056	89897617	+	442562	6197	5084	4062	1313
Plekhm1	chr11	103364275	103412437	-	48163	921	861	554	201
Egfl7	chr2	26580264	26593120	+	12857	327.50	334.50	165.50	56
Txlng	chrX	162778919	162829204	-	50286	1197	867.50	598.50	206.50
Gars	chr6	55038257	55079500	+	41244	808	552	491	139
Nr1d2	chr14	18204054	18238877	-	34824	472	320	212	118
Edc3	chr9	57708790	57752499	+	43710	973.50	834.50	503.50	152.50
Zfp931	chr2	178067695	178078226	-	10532	156	81	96	30
Prune2	chr19	16956368	17223932	+	267565	3518	2223	1668	1277
Mrpl21	chr19	3283151	3292837	+	9687	204	179	105	61
Ltv1	chr10	13178140	13192918	-	14779	192	127	116	52
Clec18a	chr8	111058920	111092176	-	33257	684	486	356	130
Zfp703	chr8	26977575	26981461	+	3887	343	203	78	30
Gpr141	chr13	19749682	19824007	-	74326	1341	1559	1342	226
Tmc4	chr7	3665790	3677303	-	11514	338.50	298	178	48
Hcfc1r1	chr17	23673846	23675227	+	1382	42.50	26.50	37	6
Myo18a	chr11	77763496	77865980	+	102485	2060	1749	971	418
Trim46	chr3	89234177	89246059	-	11883	289.50	227	192	58.50
Zranb1	chr7	132931392	132986391	+	55000	997	933	619	175
Nlrp12	chr7	3218784	3249490	-	30707	188	177	155	83
Txlnb	chr10	17796476	17845665	+	49190	357	242	191	159
Pram1	chr17	33631009	33645706	+	14698	1051.50	865	491.50	44
Morn2	chr17	80290453	80297476	+	7024	96.50	51	34	12.50
Bpifb3	chr2	153918480	153932996	+	14517	168	88	64	55
Serf2	chr2	121449445	121453420	+	3976	64.17	66.67	48.33	8.83
3000002C10Rik	chr9	109830374	109831131	-	758	1	4	5	4
Fastkd5	chr2	130599785	130629777	-	29993	332	237	179	53.50
Tagap1	chr17	6955011	6960906	-	5896	120	164	79	24
Intu	chr3	40531536	40704774	+	173239	760	511	435	242
Heca	chr10	17868612	17947817	-	79206	883	676	572	243
Lemd3	chr10	120923413	120979082	-	55670	642	534	353	168
Lin28b	chr10	45376620	45486145	-	109526	871	544	463	250
Nefh	chr11	4938754	4947814	-	9061	181	146	87	56
Cnrip1	chr11	17051836	17079371	+	27536	191	125	124	75.50
Rap1gap2	chr11	74383356	74610665	-	227310	2551	4064	1878	828
Tlcd2	chr11	75461965	75470899	+	8935	139.50	158.50	71.50	22
Mks1	chr11	87853465	87863803	+	10339	129	104.50	89.50	33
Milr1	chr11	106751476	106768794	+	17319	634	1444	454.50	78.50
Atxn7l1	chr12	33147943	33373045	+	225103	3320	3227	1795	790
Slirp	chr12	87444146	87452206	+	8061	303	220.50	154.50	25.50
Mrs2	chr13	24987483	25020129	-	32647	399.50	279.50	251	118.50
Lyrm4	chr13	35978395	36117276	-	138882	1525	942	803.50	425
Gm5141	chr13	62772200	62785558	-	13359	62	69	49	27
Rsl1	chr13	67173432	67184044	+	10613	81	50	52	21
Tmem171	chr13	98686235	98694584	-	8350	75	70	51	24
Zfp395	chr14	65358639	65398930	+	40292	624	559	357	171
Lrch1	chr14	74754675	74947626	-	192952	2202	1724	1223	585
Dgkh	chr14	78558750	78732526	-	173777	1540	1150	854	566
Olfm4	chr14	79891296	80023139	+	131844	464	385	388	352
Alg10b	chr15	90224561	90233471	+	8911	82	84	61	23
Tmem106c	chr15	97964450	97970275	+	5826	75	60	39	18
Nckap5l	chr15	99422035	99457498	-	35464	631	504	378	141
Zfat	chr15	68083764	68258606	-	174843	2341	1971	1137	630
Kmt2d	chr15	98831669	98870954	-	39286	1470	1325	814	169
Parl	chr16	20279818	20302137	-	22320	508	396	243	85
Ccdc58	chr16	36071935	36092120	+	20186	288	186	196	60
Ermard	chr17	15041458	15090044	+	48587	959	816	476	173
Zfp948	chr17	21567258	21588699	+	21442	263	175	190	53
Zfp229	chr17	21731045	21769342	+	38298	270	180	161	85
Tbc1d22b	chr17	29550035	29606898	+	56864	478.66	499.16	276.17	91.00
H2-Eb2	chr17	34325915	34341412	+	15498	139	164	87	59
Dnph1	chr17	46496961	46499624	+	2664	65	55	24	11
Rmdn2	chr17	79612113	79693192	+	81080	636	486	342	218
Cdkl4	chr17	80523550	80577563	-	54014	1931	4073	2034	206
Prob1	chr18	35650351	35654988	-	4638	53	30.50	34	11.50
Ap5b1	chr19	5568275	5571261	+	2987	194	186	99	51
Slc22a20	chr19	5970234	5985893	-	15660	321	296	212	86
Naaladl1	chr19	6106032	6115792	+	9761	332	291	180	62
Tmem237	chr1	59100590	59120158	-	19569	234	147	118	66
Mreg	chr1	72159442	72212057	-	52616	496	503	695	169
Hjurp	chr1	88262471	88277383	-	14913	1244	1291	578	260
A530032D15Rik	chr1	85083069	85109603	-	26535	555	467	460	205
Atp2b4	chr1	133699457	133800791	-	101335	1511	1415	657	357
Kif14	chr1	136466593	136531511	+	64919	956	863	473	202
Rc3h1	chr1	160906668	160974978	+	68311	1395	1307	776	201
BC055324	chr1	163945993	163994546	-	48554	801.50	755.50	450	151
Iars2	chr1	185284726	185329146	-	44421	819.50	827.50	468	138
Nsl1	chr1	191063262	191086474	+	23213	396	372	163	76
Mamdc4	chr2	25563115	25571108	-	7994	282	222	156.50	22.50
Cacfd1	chr2	27010176	27021089	+	10914	284	542	169	47
Sp9	chr2	73272175	73284706	+	12532	163.50	162	91	46.50
Med19	chr2	84678652	84688215	+	9564	288.50	247.50	142.50	26.50
Zfp408	chr2	91643669	91649541	-	5873	150.50	134	84	21
Gm5148	chr3	37714190	37724240	-	10051	113	74	50	27
Gm5150	chr3	15946870	16006187	-	59318	326	307	229	157
Dpy19l4	chr4	11261315	11321887	-	60573	776	654	393	180
Pdp1	chr4	11958184	11966202	-	8019	119	69	57	29
Ccdc24	chr4	117866524	117872307	-	5784	83.50	93	50.50	15
Zfp69	chr4	120930137	120951449	-	21313	203	183	124	69
Xkr8	chr4	132724897	132732296	-	7400	235.50	209	108.50	32
2610005L07Rik	chr8	20385782	20424564	-	38783	1656	1247	889	391
Tbc1d2	chr4	46604390	46649959	-	45570	1119	1097	598	198
Rbm33	chr5	28317371	28419239	+	101869	3073	2875	1668	440
Atraid	chr5	31048562	31054623	+	6062	208	169	108.50	33
Cep135	chr5	76588948	76646466	+	57519	1019	911	527	262
Fbrsl1	chr5	110361754	110448352	-	86599	2866	2512	1395	542
Zcwpw1	chr5	137788048	137822621	+	34574	557	523.50	360	192.50
Nxpe5	chr5	138226148	138253363	+	27216	669	869	430	124
Kpna7	chr5	144983519	145083780	-	100262	1415.50	917.50	796	494
B3glct	chr5	149678480	149762599	+	84120	623	555	451	349
N4bp2l2	chr5	150599932	150665362	-	65431	2458	2035	1348	279
Ssbp1	chr6	40471602	40484700	+	13099	280	170	127	33
2310040G24Rik	chr6	86483376	86487977	-	4602	186	192	90	29
Tatdn2	chr6	113697300	113711069	+	13770	375	369	232	47
Tsen2	chr6	115544914	115578628	+	33715	413	330	209	107
Clec4b2	chr6	123173143	123204671	+	31529	180	171	132	90
Lpar5	chr6	125068170	125082472	+	14303	333	342	175	58
Cracr2a	chr6	127561588	127674248	+	112661	1402	1464	928	415
Apold1	chr6	134981968	134986836	+	4869	83	64	55	24
Alg8	chr7	97371856	97392185	+	20330	426	303	227	67
Taok2	chr7	126865678	126884453	-	18776	494	423	254	90
Brsk1	chr7	4690854	4715997	+	25144	396	577	164	79.50
Zbtb2	chr10	4367075	4387858	-	20784	447	473	263	78
Cep44	chr8	56531522	56550797	-	19276	222	170	119	35
Ano8	chr8	71476019	71485713	-	9695	246.50	288	128	51.50
Unc13a	chr8	71624417	71671507	-	47091	1131.50	1024.50	550.50	219
Cnep1r1	chr8	88119019	88135110	+	16092	253	223	120	45
Gse1	chr8	120228706	120581390	+	352685	3512.17	3976.00	1774.83	875.00
Urb2	chr8	124021758	124048505	+	26748	308.50	223.50	161.50	46
Pdp2	chr8	104591701	104599026	+	7326	119	110	57	25
Crtc1	chr8	70382355	70439329	-	56975	1136	1100	574	271
AB124611	chr9	21526426	21545333	+	18908	397	535	283	66
Prdm10	chr9	31280788	31381723	+	100936	1321	985	797	337
Ccdc84	chr9	44410159	44418319	-	8161	830.50	468	350	38
Snx22	chr9	66065176	66069469	-	4294	117.50	92.50	60	21
Cep162	chr9	87189577	87255286	-	65710	645	408	377	160
Tcaim	chr9	122805789	122836334	+	30546	335	198	183	87
Fdxacb1	chr9	50768486	50773348	+	4863	48	41	27	13
Jade3	chrX	20425938	20519939	+	94002	985	784	524	312
Brwd3	chrX	108737016	108834122	-	97107	968.50	725.50	591.50	299.50
Tmem29	chrX	150397773	150458904	-	61132	661	627	332	256
Poc1b	chr10	99107286	99198074	+	90789	1123.50	909	718	295
Tmed8	chr12	87166237	87200204	-	33968	442	329	280	130
Zbtb42	chr12	112679078	112682747	+	3670	82	74	45	25
Mtx3	chr13	92845010	92858230	+	13221	199	98	102	38
Colq	chr14	31523082	31591093	-	68012	600	532.50	355.50	196
Rrm2b	chr15	37923952	37961068	-	37117	515	412	284	111
Enthd1	chr15	80452240	80564906	-	112667	1258	789	566	385
Tvp23a	chr16	10420557	10447112	-	26556	368.50	211.50	154.50	87.50
Ypel5	chr17	72836703	72851195	+	14493	299	338	226	54
Aim2	chr1	173351129	173466040	+	114912	1213	977	685	336
Ankrd63	chr2	118699103	118703713	-	4611	378	333	274	38
Glipr2	chr4	43957651	43979118	+	21468	495	413	203	93
Tlr12	chr4	128615443	128618369	-	2927	79	53	29	11
Gatc	chr5	115333239	115340928	-	7690	783.50	654	368	45
Trim56	chr5	137105644	137115959	-	10316	334	396	202	64
Zfp667	chr7	6286829	6307883	+	21055	135	113	83	57
Irs2	chr8	10984681	11008208	-	23528	448	300	183	100
Nxpe3	chr16	55839953	55895035	-	55083	1022	1004	479	176
Zfp174	chr16	3847518	3858880	+	11363	183	86	78	48
Thoc6	chr17	23668614	23673632	-	5019	95.50	60.50	60	24
Nsfl1c	chr2	151494432	151511414	+	16983	281	203	135	57
Znrf2	chr6	54817166	54893500	+	76335	1231	1152	740	226
Cd300c	chr11	114956116	114968907	-	12792	167	168	91	50
Zhx2	chr15	57694915	57839832	+	144918	1410	909	875	529
Ugt1a10	chr1	88055638	88219004	+	163367	694.77	699.98	428.13	197.37
Ugt1a7c	chr1	88095312	88220002	+	124691	409.44	482.48	246.13	102.20
Ugt1a5	chr1	88166262	88218997	+	52736	110.53	133.50	76.55	43.37
Ugt1a9	chr1	88071050	88218997	+	147948	546.77	593.98	328.13	135.37
Ugt1a6b	chr1	88103502	88219003	+	115502	317.19	386.98	204.88	85.70
Ugt1a1	chr1	88212209	88218997	+	6789	20.25	29.50	16.12	17.38
Snhg3	chr4	132348014	132353436	-	5423	261.50	137	87	9
Map4k5	chr12	69803750	69892950	-	89201	1275.50	1067	685.50	274.50
Flrt2	chr12	95692476	95785215	+	92740	581	454	309	247
Btbd6	chr12	112976732	112978945	+	2214	37.50	41.50	11.50	5.50
Tmsb15l	chrX	136954988	136976619	-	21632	158	141	126.50	65
C130046K22Rik	chr11	103697974	103722832	+	24859	308.50	272	183.50	78.50
Msantd1	chr5	34915338	34923839	+	8502	373	299	192	67
Plcxd1	chr5	110100219	110105953	+	5735	189.50	123.50	88	22.50
Opa3	chr7	19228584	19247868	+	19285	669	770	378	104
Iqgap3	chr3	88082221	88121048	+	38828	798	679	396	165
Ndufs6	chr13	73319838	73328292	-	8455	120	68	63	30
Ndufa4l2	chr10	127515217	127517154	+	1938	133	101	87	14
BC051226	chr17	33908044	33909067	-	1024	46	42	27	6
BC031181	chr18	75006118	75010152	+	4035	311	99	107	14
Znrf3	chr11	5276324	5444597	-	168274	2849	1667	1234	559
Baz2b	chr2	59899363	60209589	-	310227	4282	5234	2765	925
Primpol	chr8	46575594	46616962	-	41369	671	588	384	120
BC049352	chr9	45182284	45250020	+	67737	642	407	317	225
Zfp456	chr13	67345246	67375560	-	30315	215.83	153.50	130.67	61.17
Zfp874b	chr13	67471513	67484008	-	12496	136	98	81	34
Zfp738	chr13	67658685	67686821	-	28137	239	188	202	88
BC037032	chr15	4021686	4027155	-	5470	82	80.50	41.50	15
BC024978	chr7	27196031	27210186	+	14156	388.50	340.50	171.50	43
Wdr83os	chr8	85080990	85082339	+	1350	135	157.50	64	10.50
Tnip3	chr6	65525563	65634040	+	108478	688	529	401	288
9330151L19Rik	chr12	69197461	69199867	+	2407	65	43	23.50	6.50
B130034C11Rik	chr16	87496249	87504033	+	7785	101	82	72	19
E130317F20Rik	chr10	79851552	79854721	-	3170	493.50	558	221.50	28
9230114K14Rik	chr5	52190922	52279034	+	88113	946	697	615	343
Zyg11b	chr4	108229724	108300846	-	71123	925	769	572	224
Neurl2	chr2	164830732	164833206	-	2475	68.50	60	29.50	14.50
Akap7	chr10	25169090	25307620	-	138531	1293	2009	830	410
Gm5424	chr2	31498022	31520531	+	22510	166	90.50	73	36.50
Hnrnph3	chr10	63014664	63023967	-	9304	213	242	118.50	31.50
4930404N11Rik	chr10	81363067	81365566	-	2500	102.50	88	55	9
Gnptab	chr10	88379382	88447329	+	67948	1476	984	502	219
Cpsf6	chr10	117344673	117379765	-	35093	992	846	524	106
Gm5431	chr11	48887422	48901964	-	14543	184	163	75	50
Specc1	chr11	61957013	62223013	+	266001	3160	2981	1752	900
Zscan26	chr13	21442180	21453480	-	11301	87.50	71	56	29
Lrrc14b	chr13	74359578	74363755	-	4178	86	77.50	40	1.50
Otulin	chr15	27542635	27630443	-	87809	1421.50	1567	725	230.50
Plcxd2	chr16	45959263	46009968	-	50706	425	271	238	151
F630040K05Rik	chr17	45734756	45788594	+	53839	657	648	397	234
Eno1b	chr18	48045585	48048412	+	2828	14	7	6	5
Acsl5	chr19	55252188	55297720	+	45533	1023	766	458	160.50
Creg1	chr1	165763996	165775308	+	11313	218	278	115	51
Gm13375	chr2	20969304	20969997	+	694	47	46	19	6
Zeb2os	chr2	45110957	45114087	+	3131	49	89.50	41.50	5
